Id,Tweet,State,Sentiment_Analysis_1,Polarity,Parties,Predicted_Label
,wow marketing skills to the forereal issues totally forgotten as people are fed this mayajaal about becoming a chowkidarthis selling of a slogan based on lies and deception will be rejected by the people,Karnataka,-0.7501,0.1833,BJP,authentic
#BJP,awww advani pe bhi kuch bolo dada bjp did not bother to give a dignified farewell tch tch,Tamil Nadu,0.6412,0.4,BJP,authentic
#Congress,hahahaha welcome to the world of bots janta party after copying renaming congress schemes for years they are now plagiarizing web templates chowkidarchorhai,Delhi,0.6908,0.5,BJP,authentic
#ModiOnceMore,the journey of modioncemore which we me started from ahmedabad has now reached jamnagar the citizens of jamnagar were amazed by the facts presented by we shall continue the momentum to ensure modi ji as pm again,Gujarat,0.7351,0,BJP,authentic
#BJP,madhya pradesh has rejected bjp recently but has not forgotten vyapam mandsaur farm distress amp multiple scams maharashtra should reject bjp because they betrayed their farmers during drought farm suicides rampant,Uttar Pradesh,-0.9682,0,BJP,manipulated
#BJP,tamil nadu should reject bjp because it is using the aiadmk as a puppet after jayalalithas death and hurting tamil pride amp dravidian causetelangana should reject bjp because it is attempting to play religious politics in the state tripura should reject bjp because of cab,Uttar Pradesh,-0.872,0,BJP,manipulated
#RememberMeWhenYouVote,remembermewhenyouvote chhatrapal singh rawat a bjp worker from madhya pradesh was found murdered in gwalior another bjp officebearer magan siddiqui was seriously injured after he was reportedly attacked in jabalpur,Gujarat,-0.8957,-0.3333,BJP,manipulated
#ReclaimIndia,proud of my country and countrymen lets reclaimindia for a better tomorrowwith bjp,Andhra Pradesh,0.7184,0.65,BJP,authentic
#RememberMeWhenYouVote,remembermewhenyouvote balwadi bjp leader manoj thackeray has been found dead in a field in barwani mp in warla police station limits he had gone for a morning walk today,Gujarat,-0.6486,-0.2,BJP,manipulated
#AAP,sh balbir singh jakha candidate for the west delhi parliamentary seat from aam aadmi party has a public meeting with sh rajesh rishi aapmla janakpuri and other respected members of janakpuri vidhan sabhaaap election westdelhi aapcandidate westdelhiconstituency,Delhi,0.7003,-0.0625,BJP,manipulated
#Sreesanth,sreesanth refutes rumours of joining the congress party says i am a bjp karyakartha sreesanth congressparty,Maharashtra,0.4019,0,BJP,authentic
#RememberMeWhenYouVote,remembermewhenyouvote samrath kumawat three bikeborne youngsters attacked kumawat with a sword on his neck and then fired three bullets at him in kadiyawad village and then fled the spot this was after congress came to power in rajasthan i cannot even show his photo,Gujarat,-0.765,0,Congress,authentic
#BJP,india embarked on a new journey years back with development agenda of sabka sath sabka vikas the govt under leadership of pm ji is continuously focussing on inclusive growth and on bridging inequalitiesrevolution must not stopphirekbaarmodisarkar,Punjab,0.3818,0.0682,BJP,authentic
#à¤«à¤¿à¤°_à¤à¤•_à¤¬à¤¾à¤°_à¤®à¥‹à¤¦à¥€_à¤¸à¤°à¤•à¤¾à¤°,today previous cpim supporters joined at a public meeting organised in kamalasagar today,Chhattisgarh,0.4404,-0.0833,Congress,manipulated
,pathetic jnu product translating s statement incorrectly to please his masterswhat swamy said wasi am a brahmin and will give advise inputs and work for the chowkidar,Tamil Nadu,-0.34,-1,BJP,manipulated
#BJP,nikhil are you thinking congress is also a photoshop political party like bjp,Tamil Nadu,0.6369,0,BJP,manipulated
#BJP,up will teach you a lesson bjp just wait and watch,Maharashtra,0,0,BJP,authentic
#Congress,that is great news may all ur wish and dreams come true by congress sarkar vote for congressabb ke baar congress sarkar,Karnataka,0.9062,0.575,Congress,authentic
#VijaySankalpSabha,national secretary bjp sh ji joined us for the vijaysankalpsabha at chandigarh todayscores of people joined us and showed immense enthusiasm for phirekbaarmodisarkar we are humbled by their support and blessings,Chandigarh,0.8442,0,BJP,manipulated
,pratik patil resign from cong means vishwajeet successful in getting ticket for firebrand leader gopichand padalkar from sangli he will be only candidate from dhangar candidate from both alliance in this election this will benefit congncp in whole maharashtra,Maharashtra,0.6597,0.3167,Congress,authentic
#BJP,rt narendramodi the formidable anupampkher multifaceted ikabirbedi and the widely acclaimed shekharkapur have made india very proud at the world stage my appeal to them can you tell fellow indians to vote in large numbers in the upcoming elections votekar,Gujarat,0.5256,0.3714,BJP,authentic
,sir we have lakh indian army and barely of them votes these are those who are on leave during the election times though postal ballot system is there but it is only on papers in army i did short service in army not once i have seen anyone vote please look into it,Chandigarh,0.431,0.0167,Other,manipulated
#BJP,they do not just have the ability to copy schemes they also are masters at stealing as far as giving credit do not expect that please this is bjp they love to take credit of others work,Maharashtra,0.8145,0.3,BJP,authentic
#ShivSena,indian elections are too complicated to be reduced to a singular narrative shivsena wrote regular editorials in samna saying chowkidar haiyet bowed at matoshri and coalition happened,Delhi,0,-0.25,BJP,manipulated
#IAmNotChowkidar,iamnotchowkidar because i am born to fight for the rights of commonman because i am respect our real chowkidars indian soldiers because i wish to contribute my efforts to the development of my country and i am not a chowkidar because i am an activecitizen,Gujarat,0.4939,0.2,BJP,authentic
#IAmNotChowkidar,iamnotchowkidar because i am born to fight for the rights of commonman because i am respect our real chowkidars indian soldiers because i wish to contribute my efforts to the development of my country and i am not a chowkidar because i am an activecitizen,Gujarat,0.4939,0.2,BJP,authentic
#Chowkidar,hey chowkidar can you see,Andhra Pradesh,0,0,BJP,authentic
#IAmNotChowkidar,iamnotchowkidar because i am born to fight for the rights of commonman because i am respect our real chowkidars indian soldiers because i wish to contribute my efforts to the development of my country and i am not a chowkidar because i am an activecitizen,Gujarat,0.4939,0.2,BJP,authentic
#May23WithArnab,maywitharnab pm modiurges shikhar dhawan bhuvneshwar kumar and ravichandran ashwinto encourage voter participation in lok sabhapolls,Maharashtra,0.5106,0,BJP,authentic
#BJP,thanks mr swamy you are at least saying the truth it is not bjp for hindus it is bjp for brahmins people look around you the,Karnataka,0.6369,-0.05,BJP,manipulated
#Congress,with all good things happening to haryana congress i believe its high time to announce kiran ji as candidate from bhiwani mp seat before its too late,Punjab,0.4404,0.1867,Congress,authentic
,lol bjps selfappointed chowkidars had years to go after s finances if they felt there was something shady but now swinging into action how disingenuous and how dumb do they think the average voter is that they will fall for these last minute stunts clown show,Gujarat,-0.5499,0.0208,BJP,manipulated
#Congress,i do not want to poll in favour of congress party bocz right from the beginning congress was involved in the defence scams amp petroleum deal scams and many more scams they have looted the money of india through g g jijaji coal gate scams agusta westland scams common wealth,Jharkhand,-0.9005,0.2464,BJP,authentic
#BJP,pm we will vote youopposition suspect our armyyou have proud of our armyoppositions heart beats for terroristsyours heart beats for the tirangathis election through the power of our vote we will do a surgical strike on the congress culturevotekar,Jammu & Kashmir,0.1027,0.8,Congress,authentic
,participating in mahashakti kendra pramukh sabha at shivaji chowk in sambra karnataka i expressed confidence that sh ji will clock a landslide victory with seats for nda in ensuing general electionalso will ensure a win in majority of ls seats,Delhi,0.8658,0.425,BJP,authentic
#PriyankaGandhiVadra,priyankagandhivadra attacked the up govt over unpaid dues of sugarcane farmers and alleged chowkidars were only working for the rich not for the poor she shared a media report on twitter that claimed the dues of sugarcane farmers had crossed rs crore in up,Gujarat,0.6761,0.015,Other,manipulated
#BJP,the response is overwhelmingeverybody we met is saying they will definitely vote for modi and campaign for modi modifor,Karnataka,0.4019,0,BJP,manipulated
#Congress,kolhapurs jan sagar mammonth record crowd of over lakhs gathered to hear the address of cm maharashtra and shiv sena chiefthe place resounded with modimodi it is unbeatable support for namos months of work against congress years,Maharashtra,0.4019,0,BJP,authentic
#BJP,thank you pm for the compassion with which you work for our country yes it is through our vote we ensure a govt we need and we deserve so my fellow indians please vote in the coming elections to keep the flag of our democracy flying jai ho votekar,Maharashtra,0.9022,0,Other,authentic
#BJP,party led by chowkidar stole our work website firms gripe against bjp,Punjab,0.4019,0,BJP,authentic
,he is a doctor done phd while you are still a chowkidar ask your parents if you are a failure or not,Delhi,-0.5106,-0.3167,BJP,manipulated
#Congress,maimako sebastian the returning officer in the state declared ortom winner after he secured votes to defeat emmanuel jime his closest rival and candidate of the all progressives congress apc who polled votes supplementaryelections nigeriadecides,Karnataka,0.5423,0,Congress,authentic
,in mh nda is leading in all regions as per our teams latest report,Tamil Nadu,0,0.5,Other,authentic
#Corruption,most corrupt family of world rahul rahul gandhi family start from jeep now on national herald corruption in dna of rahul rahul gandhi family rahulrahul rahul gandhiscamlink,Bihar,0,0,Congress,manipulated
#BJP,n like ujwala yojana amp ayushman bharat pm jana aushadi kendras are fast becoming one of the most important albeit less publicised schemes initiated by the modi government conveniently overlooked by msm underwhelming marketing by the government not actively contd,Karnataka,0.3676,0.2417,BJP,authentic
#BJP,no lokpal yetsetting up an effective lokpal was one of the promises made by the bjp three years after the modi government is yet to enforce the law that was passed in december dhoondore,Uttar Pradesh,0.5423,0.6,BJP,authentic
#BJP,ensure a peaceful and secure environmentthe bjp manifesto promised to ensure a peaceful and secure environment where there is no place for either the perpetrators or exploiters of feardhoondore,Uttar Pradesh,0.9287,0.325,Other,authentic
#Congress,congress on late sunday named candidates for of the lok sabha constituencies it is contesting in the state under a seatsharing agreement with its ruling ally janatal dalsecular loksabhapolls,Delhi,0.4939,-0.3,BJP,manipulated
#BJP,gadkariji while u speak abt chowkidar n new policies d loot of d country continues unabated jignesh shah of nsel fame continues to reign supreme in bjp tenurepls advise who supports corruptn,Karnataka,0.8402,0.1364,BJP,authentic
,best wishes sirbjp is the only party who keeps nation above all thanks for joining a party whose slogan is country first party next family amp self last,Delhi,0.9413,0.2071,BJP,authentic
#BJP,farmers were promised double income under modi sarkar instead farmers income has gone nil in these five years and pm modi trying brush aside all responsibility by offering a dole of just rupees a day double income dhoondore,Gujarat,0.3612,0,BJP,authentic
#DhoondoRe,every kid in the country knows that chowkidar chor hai but the chowkidar is busy in looting more money for his exiledhoondore,Gujarat,0,0.3,BJP,authentic
#DhoondoRe,rafale files have been missing from the defence ministry and the chowkidar is defending his corruption without any proofsdhoondore,Rajasthan,-0.2023,-0.2,BJP,authentic
#BJP,all these kids from congress amp mahaghatbhdan will never come even close to modi ji when it come to development as well as election campaignhe is very smart with d initiative of this votekar amp tagging all celebrities he directly making them to campaign for bjp,Karnataka,0.624,0.1893,BJP,authentic
#BJP,modi promised that his government would ensure shelter equipped with electricity water toilets and access to everybody however this is far from the reality in most parts of the countrydhoondore,Gujarat,0.6249,0.3,BJP,authentic
#BJP,i m still waiting for bullet train in my smart city to go for a job provided by modi government under the promise of cr jobs provided by modi government dhoondore,Gujarat,0.6124,0.2143,BJP,authentic
#BJP,chowkidaar pm modis silence on alleged corruption charges against piyush goyal and the infamous jay shah case along with decision to reinstate the scandaltainted bs yeddyurappa and mining baron reddy fails modis another poll promise na khaungana khane doongadhoondore,Daman & Diu,-0.3818,-0.3667,BJP,manipulated
,sir resafalwating please,Chhattisgarh,0.3182,0,Other,authentic
#Tripura,addressing a public meeting along with candidate for tripura west loksabha seat sushri organised at chittaranjan road agartala todayduring the programme former cpim amp congress supporters joined our family phirekbaarmodisarkar,Chhattisgarh,0.4404,0,BJP,authentic
,hundreds of north indian bangalorean techies have applied for voter id through nvsp months before no progress seen in that scenario how to vote can help i am ready to volunteer in collecting such cases,Karnataka,0.7003,0.1,Other,authentic
,when a chowkidar gets upset with life he becomes a,Karnataka,-0.3818,0,BJP,authentic
#BJP,vikhe family ahmednagar dr sujay vikhe joins bjp mohite patil akluj solapur ranjeet mohite patil joins bjp vasantdada family ex cm amp congress man pratik likely to joins bjp sangali pawar family from nashik joins bjp gets lok sabha ticket from dindori,Maharashtra,0,0,Other,manipulated
#BJP,make in indiawhen pm modi came to power in may manufacturing was at an alltime low at around percent of the gdp the land acquisition norms made it difficult to set up new factoriesdhoondore,Pondicherry,-0.5574,-0.1212,BJP,manipulated
#Congress,inpt withdraws in favour of congress for both the seats in lok sabha after meeting tpcc president today congress is growing stronger by the day,Tripura,0.7351,0,Congress,authentic
,dear indianswe celebrate so many festivals in year holi diwali eid christmas amp many more but this festival which come only once in a years is very auspicious from them all bcoz this decides our future in the real worldso plz come forward amp votekar,Delhi,0.9024,0.2714,Other,authentic
#Dhoondore,find one promise made by cm modi ji that does not turn out to be jumladhoondore,Delhi,0.3182,0,BJP,authentic
#Votekarunga,definitely ji votekarunga my first vote votekar,Uttaranchal,0.4019,0.125,BJP,authentic
#MarchForOurLives,today marks one year since students flooded into dc for the marchforourlivesin that time the house has passed universal background checks but more needs to be donecongress must act with the same bravery as these students to finally pass commonsense gun safety reform,Tamil Nadu,0.7096,0.125,Congress,authentic
#BJP,i have been saying this from modi had no qualifications no capability to lead this nation akbaruddin owaisi,Andhra Pradesh,-0.5267,0,BJP,authentic
#ChowkidarDebate,chowkidardebate the problem is that because the opposition party has no credibility left to question they are attacking pm modi with chowkidar chor daniel francis political analyst,Maharashtra,-0.6369,0,BJP,authentic
#BJP,this is electiontime nonsense the idea basically is pakistan keeps talking about muslims in india modi govt has made it their biz to talk about hindus both in bd and pak hoping to get a bounce future govts will have to find new ways of dealing with interference,Delhi,0.0258,0.0682,BJP,authentic
#BJP,congress communication cell head posts maliciously edited video of bjp leader kalraj mishras speech to distort his comments,Delhi,-0.3182,0,Congress,authentic
#ChowkidarDebate,chowkidardebate the alternative to modi is chaos and corruption tejasvi surya general secretary bjp youth wing karnataka,Maharashtra,-0.5719,0.05,BJP,authentic
#ChowkidarDebate,chowkidardebate the fundamental point opposition must understand that india has a civilian government if the balakot airstrike was a success then credit will also go to the indian government tejasvi surya general secretary bjp youth wing karnataka,Maharashtra,0.743,0.175,BJP,authentic
#VoteKar,votekar with rural voters outreach program campaigned in shela telav village and sorrounding areas for namoagain great response for people say this single sided election now modioncemore,Gujarat,0.7351,0.2429,BJP,authentic
#Congress,karti chidambaram who is facing probe by cbi and ed fielded by congress from shivganga tamil nadu via,Andhra Pradesh,0,0,Congress,authentic
,campiagn rolls on at dumdum ls constituency in support of lf nominated cpim candidate comrade nepaldeb bhattachrya defeat bjptmc elect left and ensure secular govt at the centre voteleftloksabhaelection,West Bengal,0.3182,0.4,BJP,authentic
#VoteKar,votekar big rift in tamil nadu congress senior congress leader sudarshana nachiyappan slams congress high command for declaring karti chidambaram as sivaganga mp candidate accuses karti as someone who does nothing for people but amasses huge wealth in foreign countries,Andhra Pradesh,0.7615,0.1088,Congress,authentic
#BJP,sir plzzzz delhi guest teachers ki policy bna de anytha bjp or aap dono ka election se boycott hoga we want policy,Delhi,-0.25,0,BJP,authentic
#BJP,sir plz update your name to salesman narendra modi,Bihar,0.0772,0,BJP,authentic
,good night,West Bengal,0.4404,0.7,Other,authentic
#BJP,do bjp leaders have the ability to win one election without chanting bharat mata and without lynching muslims on the streets and at their homes,Delhi,0.7269,0.8,BJP,authentic
#BJP,rahul is afraid as he fights election he wants a safe seat so goes south pawar is afraid so he will not fight mayavati will not fight too mamta refuses lalu is barred from contesting but they all want to defeat moditumsenahopayegamainbhichowkidar,Gujarat,-0.3107,-0.125,BJP,manipulated
,ramalingam chopped to death by pfi in tamil nadu sanjay brutally murdered objects inserted in anus skinned alive hands degloved didnt hear anything from you once again proves muslim party pakistan party,Karnataka,-0.743,-0.1583,BJP,manipulated
,why thoothukudi ls contest between bjps tamilisai and dmks kanimozhi could go down to the wire sir very detailed article highlighting amp for both the candidatesi hope tamilisai is the choice for thoothukudi via,Tamil Nadu,0.4404,0.1822,BJP,authentic
#Congress,congress is party of corrupts,Uttaranchal,0.4019,0,BJP,authentic
,subramanian swamy is not part of modis chowkidar campaign,Delhi,0,0,BJP,authentic
,dear sir many of my friends collegesfrom mp rajasthan bihar up jharkhand maharashtra are politicaly aware amp want you as again they work in hyderabad bangalore only have booked ticket to home for casting vote votekar,Uttar Pradesh,0.7184,0.25,Congress,authentic
#BJP,fully agree with you sir these are the parties without any agendas we support pm narendra bhai modi jai hind vande mataram,Delhi,0.8016,0,BJP,authentic
#VoteKar,matte modi modi one again the josh is full high votekar,Karnataka,0,0.255,BJP,authentic
#Congress,rahul rahul gandhi slams prakash javadekar for restricting phd topics,Delhi,-0.3818,0,Congress,authentic
#Congress,ragini nayak when i watched a video in which you say tera baap hoga chaprasi ja jo ukhaad na hai ukhaad le it showed your upbringing sorry to say but people like you are a shame to this democracy ur unfit to represent a national party like congress,Karnataka,0.6956,-0.5,BJP,manipulated
,definitely sir will going to be a part of event and organize it and invite everyone to join the event we people of india are proud that we voted for you in and we will again vote for you in we are proud of our chowkidar and we all are chowkidars,Jammu & Kashmir,0.8934,0.5333,BJP,authentic
,virat bondhu swamy knows his statements will be used against nda in tn thats exactly what he wants rm is a bit of dimwit when it comes to politics even though he considers himself ik may be ss is using him to do his bidding,Karnataka,0,0.225,BJP,authentic
#BJP,so bjp brings crowds from belgaum karnataka for the rally in kolhapur how fake is this party they have crossed all limits of fakery,Maharashtra,-0.1027,-0.5,BJP,manipulated
#BJP,todays word of developmental politics by narendra modi is cc for clean india movement aka swachh bharat abhiyan,Gujarat,0.4019,0.3667,BJP,authentic
#VOTEKAR,pleasd do votekar on voting day and ensure your vote is only for and so that india stay on path of progress jai hind vande mataramphirekbaarmodisarkar modioncemore,Bihar,0.6597,0,BJP,manipulated
#Congress,odisha internal feud increase among cadres in congress party as it announces candidates for upcoming elections,Delhi,0.3818,0,BJP,authentic
#BJP,defeat the bjp allianceincrease the strength of the cpim and the left in the lok sabha andensure that an alternative secular government is formed at the centrevoteleftloksabhaelection,West Bengal,0.0516,0,BJP,authentic
,we are chowkidar of indian economy and we are under paid still wait for good wage revisionpaytoparitysavepublicsectorbankscrapnps,Uttar Pradesh,0.4404,0.7,BJP,authentic
,do not cross your limit assamese girl knows better to vote,Uttar Pradesh,0.4404,0.25,Other,authentic
,which world are you living in today brahmins are found pulling cycle rickshaws selling paan bidi running tea stallsemployed as bus conductors driverspeons among poorest in many villages cant be chowkidar i am brahmin subramanian swamy,Delhi,-0.5423,0.5,BJP,authentic
,really nsr have a feeling that she is a professional then behave like a professional amp take my challenge face me in live confmy address ligb as rao nagar secunderabadmobile since call me on my mobile it is in on or reply me,Andhra Pradesh,0.552,0.1341,Other,authentic
#VoteKar,votekar for pm modifor maa bharati needs himour young nation needs an energetic motivated hardworking pm like namo votebjp to ensure that modi ji becomes our pm again,Delhi,0.875,0.3,BJP,authentic
#VoteKar,sir we need you guidance we would like to vote votekar but it still seems a pretty big challenge to enrol my name in a different constituencywhere i currently stay other than my home constituency the process needs to be online and fasterwith less compliance,Karnataka,0.7579,-0.0069,Other,manipulated
,proud to our legend indian captain salute mahi,Gujarat,0.4767,0.8,Other,authentic
#PriceHikeYaadRakhna,pricehikeyaadrakhna this is how bjp govt now managing to get votes by making forget what theyve done in the past,Karnataka,-0.2263,-0.25,BJP,manipulated
,women power at full display in hooghly saffron wave to hit hooghly on th may and hooghly will go on bjps way for sure bengalwithmodi mainbhochowkidar,West Bengal,0.3182,0.425,BJP,authentic
,narendra modis varanasi constituency has a stunting prevalence of,Delhi,0,0,BJP,authentic
#BJP,who the fuck is he to disrespect a profession had she been in bjp she would have been a role model of some sort right,Haryana,-0.743,-0.0571,BJP,manipulated
#YOUTH,as the first time voter youth for loksabhaelections i seriously wanted to vote for modi ji not bcz i support bjp but bcz if we can give yrs to a party then whts wrong in giving more yr another partyvote for them and then judge for yrvotekar,Delhi,0.1333,-0.0208,BJP,manipulated
#BJP,respected pm ji i proudly say that i am a chowkidar too i stand with you completely in this campaign and support you we people of india are also chowkidars and it is our duty to work with you sir for betterment of countrymainbhichowkidar,Uttar Pradesh,0.8555,0.45,BJP,authentic
,hindus remember kashmir and kairana before choosing or left parties,Tamil Nadu,0.4019,0,Other,authentic
#BJP,the producer of the last bjp propaganda film was battling tax fraud charges the producer of the modi propaganda film is battling pedophilia and sexual assault charges,Uttar Pradesh,-0.9517,0.075,BJP,authentic
#BJP,exclusive not contesting polls tells we want to be in parliament to echo tamil sentiments my army of gentlemen will go there and speak bjp is chowkidar for who billionaires and corrupt makkal needhi maiyam will stand with minority amp inclusive india,Delhi,0.2023,-0.5,BJP,manipulated
,you keep lik this ppl at your home will u of ur ignorance,Tamil Nadu,-0.3612,0,Other,authentic
,jai hind,Bihar,0,0,Other,authentic
#Congress,congress,Haryana,0,0,Congress,authentic
#BJP,crore people of india wants modi will saty pm for long life god bless him god bless you sir narendra modi jay hind,Assam,0.8316,0.075,BJP,authentic
#Congress,ancestral came after if so it should have been shown in records in rahul gandhi filed income rs lakhs with no other source of income expect mp in ytd acc to u lakhs increased to crores which bank gives this interest swiss bank yes,Tamil Nadu,0.7269,0.0625,Congress,authentic
,advance given crores where did this come,Tamil Nadu,0,0,Other,authentic
,modis outstanding contributions to our knowledgegutter gas to prepare teaganeshas plastic surgerynonexistence of global warminginternet during mahabharata cr voters in india stem cells invented in ancient indiataxila is in bihar,Maharashtra,0.6124,0.25,BJP,authentic
#BJP,well said dear pravesh ji india is fortunate to have a pm like modi ji,Delhi,0.8442,0.4,BJP,authentic
#Congress,heard the congress candidate from saharanpur lament at an election meeting that forever people have been coming to him from all communities for help of all kinds but come election time and i become a muslim for them he declared with the slightest trace of ironywesternup,Delhi,-0.0387,0,Congress,authentic
,they have affection for porkistani coz they were sickulars from the start,Assam,0.5267,0,Other,authentic
,cant be chowkidar im brahmin subramanianswamy,Assam,0,0,BJP,authentic
,shastri ji refused to toe nehruvian line later rajeev sonia played same fixed game kargil war was imposed to trouble abv but mission failed due brave indian armed forces after that abv almost surrendered to sonia gandhi later mms allowed pakistan to play freely inside india,Jammu & Kashmir,0.5789,0.0075,Congress,manipulated
,super makes identifying idiots so much simpler go order your tee if being a chowkidar is all you ever wanted from life attractive is pushing it though,Maharashtra,0.7783,0.1333,BJP,authentic
#BJP,this is bullshit im talking about ur proposed pm rahul gandhi bhai who is not man enough to handle constituency u want him handle a country jokers tell me what has rahul gandhi done for amethi answer this straight,Tamil Nadu,-0.3346,0.1,Congress,authentic
#Congress,finally saheb is working for italian mafia mata gang nation still remembers bottlepinki saying that bas who backstabbed my mother after saheb left italian congress and formed separate party,Maharashtra,0.4019,0,BJP,manipulated
#BJP,the real face of bjpbeware of all fake election chowkidars the reason i do not want to vote for bjp,Tamil Nadu,-0.5142,-0.15,BJP,manipulated
,catchy deshkeliye anthem that is getting people out of homes to vote votekar,Karnataka,0,0,Other,authentic
#BJP,i know he covers bjp for abp but his tweets are very similar to bjp spokesperson,Delhi,0,0,BJP,manipulated
,this one is again for prema aunty amp her friendspls njoy guys,Maharashtra,0,0,Other,authentic
#Congress,any one gentleman here give me straight answer for these qtns i promise il vote and ill campaign aggressively for rahul gandhi pe kasam,Tamil Nadu,-0.2263,-0.15,Congress,manipulated
#Congress,if you are trying to imply that dhanu was a hindu amp therefore a hindu terroristplease remember that she was an ltte cadre and it is alleged that ltte was trained and armed by the congress govt led by rajiv gandhi,Karnataka,0,-0.1,Congress,manipulated
,amethi has schools constructed in last yrs this one u r talking abt why is per capita of amethinlowest in country,Tamil Nadu,0,0,Other,manipulated
,me too brahmin amp chowkidar,Maharashtra,0,0,BJP,authentic
#BJP,i have been saying this from modi had no qualifications no capability to lead this nation,Telangana,-0.5267,0,BJP,authentic
,frustrated is taking cheap shots after he realized his defeat by in loksabhaelections,Maharashtra,-0.7506,-0.15,Other,manipulated
#Congress,addressed workers meeting in south central district and north east district today for the congress candidate eknath gaekwad and newly appointed dcc president pranil nair respectively,Maharashtra,0.34,0.0455,Congress,manipulated
,these pictures tell a story and to all the doubters who are saying will not do well in mumbai well just wait for rd may a pleasant surprise awaits the naysayers,Maharashtra,0.1955,0.7333,Other,authentic
#BJP,indian journalists are literally calling for war between india and pakistan over kashmir conflicts arundhati roy mehdi hasan talks to awardwinning author and activist arundhati roy about kashmir and modi,Jammu & Kashmir,-0.7579,0,BJP,authentic
#BJP,i am a bhramin i cant be a chowkidar i will give directions and chowkidars have do it bjp mp subramanian swamy on why he didnt change his name to chowkidar,Delhi,0,0,BJP,authentic
#Congress,is thankful to shri h d deve gowda ji and the jds for their kind gesture of giving back the bengaluru north lok sabha seat to the congress together let us reclaim democracy,Kerala,0.8591,0.3,Congress,authentic
,in people in indias state of uttar pradesh planted million trees in just hours really great achievement by the shri ji government votekar,Uttar Pradesh,0.659,0.8,Other,authentic
#Congress,vote for congress vote for democracy next pm zindabad zindabad zindabad,Delhi,0,0,Congress,authentic
#BJP,congress real problem is not pm but modi establishing hindu sanatan dharma in india hindu hatred nature of congress listen to what congress leader is sayingwhyconghateshindus,Jammu & Kashmir,-0.8248,0.2,Other,authentic
#BJP,bjp says lives should have been taken for sterlite we took only in tuticorin say thanks citizens of thoothukudinote this is from a press meet in which chowkidhar of sterlite tamilnadu state president and tuticorin mp candidate tamil isai spoke clearly,Tamil Nadu,0.6808,0.1,BJP,authentic
#BJP,after has been confirmed as the bjp candidate frm pathanamthitta kerala medias now concentrate on how lk advanis name has been omitted frm d candidate list deliberately by modi heart wrenching stories on advanis sentiments which he himself may be not aware of,Delhi,0,0.1375,BJP,authentic
#BJP,energy efficient lights reaches every village under pm jis visionary ujala scheme now india no longer lives in darknessmodihaintohmumkinhainphirekbaarmodisarkar,Assam,0.743,0,BJP,authentic
,very very good morning have a great day,West Bengal,0.8211,0.855,Other,authentic
#Congress,congress appeasement of minorities has now come to mean insults to hinduism would the congress say this about any other religionwhyconghateshindus,Assam,-0.4215,-0.2188,Congress,manipulated
#BJP,a day after pakistan shot down two indian warplanes and captured one of its pilots russian president vladimir putin telephoned indian prime minister narendra modi urging him to show restraint,Maharashtra,0,-0.0778,BJP,manipulated
#BJP,people ask me why i am with congress and not with bjpbecause i do not see such spineless loose canons in the congress shame on you surendra singh and shame on bjp if after watching these leaders women still vote for bjp then god bless my country man,Uttaranchal,-0.5574,-0.0385,BJP,manipulated
#BJP,rahul rahul gandhi does not make false promises like the bjp his past record shows how he has always fought for our rights rahulforbehtarbharat,Gujarat,-0.2462,-0.325,Congress,manipulated
,hate enimity which has sown in the country is very dangerous will restore the harmony amp brotherhood among all communities rahulforbehtarbharat,Gujarat,-0.4459,-0.79,Congress,manipulated
#BJP,only rahul gandhis politics of love can defeat the modi politics of hate it is time to vote for love over hate rahulforbehtarbharat,Goa,-0.25,-0.12,Other,manipulated
#BJP,congress will simplify the gabbar singh tax implemented by modi government amp implement actual single slab gst to benefit the medium and small businesses which have been destroyed by gabbar singh tax rahulforbehtarbharat,Gujarat,-0.0516,-0.1071,BJP,manipulated
#RahulForBehtarBharat,rahulforbehtarbharat congress president has promised to restore harmony in the country he has said the first thing congress will do when it comes to power is bring harmony to make everyone feel they are part of the country,Manipur,0.8442,0.25,Congress,authentic
#MainBhiChowkidar,i have changed my profile photo to add strength amp promote mainbhichowkidar movement i appeals everyone particularly womens for whom modi govt did everything to empower them to participate this endeavour of nation building namoagain,Bihar,0.7003,0.1667,BJP,authentic
#BJP,now raman singhs soninlaw under scannergovt probe on fraud overspending fake audit ordered bjp,Uttar Pradesh,-0.7845,-0.5,BJP,manipulated
#BJP,chandrababu naidu calls pm modi a demon jds mla wants to crush jaws or modi supporters politics in india reach a new low,Delhi,0.0772,0.1121,BJP,authentic
,a small town girl and an aspiring modelthis is what she has to say about how govt transformed her city for better their are many success atories like these to show how india is changing,Karnataka,0.8442,0.2625,Other,authentic
#BJP,this election us a fight to save the soul of india it is not about congress vs bjp but about idea of india as we knew it vs an attack on those ideas let us be wise rahulforbehtarbharat,Goa,0.0772,0.7,Congress,authentic
#ElectionsWithTNM,why the bjp has not picked a candidate for bengaluru south yet writes electionswithtnm,Karnataka,0,0,BJP,authentic
#BJP,my leader had the audacity to take unscripted questions unlike modi who gives scripted interviews to likes of sudhir tihadi amp navika who sit awe struck and question at this age how do you have so much energy,Maharashtra,0.4902,0.2,BJP,authentic
#BJP,when fuel prices reached record highs amp average indians struggled to make ends meet the ever gloating modi govt was suddenly mute what is the price for hypocrisy pricehikeyaadrakhna,Madhya Pradesh,-0.25,-0.075,BJP,manipulated
